Wikipedia movie ID,Predicted Label
49800,"[0, 3, 3, 4, 0, 0, 4, 0, 0, 4, 0, 3, 10, 3, 0, 3, 3, 0, 0, 4, 4, 0, 0, 0, 3, 0, 4, 0, 0, 0, 0, 4, 0, 0, 0, 0, 3, 0, 8, 0, 4, 0, 4, 7, 3, 1, 3, 0, 10, 3, 3, 10, 0, 0, 0, 0, 0, 5, 0, 0, 4, 0, 0, 0, 0, 0, 3, 3, 4, 0, 3, 1, 0, 3, 0, 10, 3, 0, 10, 4, 0, 4, 0, 4, 10]"
50486,"[0, 3, 8, 0, 5, 3, 3, 5, 0, 3, 0, 10, 3, 0, 0, 10, 0, 3, 0, 3, 3, 0, 3, 0, 4, 3, 0, 3, 0, 4, 0, 5, 8, 3, 0, 3, 0, 4, 0, 4, 3, 0, 3, 3, 0, 3, 0, 0, 3, 1, 8, 7, 1, 0, 3, 4, 10, 0, 3, 3, 10, 5, 5]"
51888,"[0, 3, 3, 3, 1, 0, 0, 8, 0, 0, 0, 0, 0, 4, 3, 0, 4, 4, 4, 0, 4, 7, 0, 6, 6, 10, 0, 3, 4, 4, 2, 0, 0, 4, 8, 1, 0, 4, 10, 3, 8, 0, 3, 0, 2, 8, 8, 2, 0, 0, 0, 3, 0, 0, 3, 0, 3, 3, 0, 0, 3, 3, 1, 3, 8, 0]"
52371,"[4, 0, 0, 4, 0, 1, 0, 0, 3, 0, 4, 3, 0, 3, 3, 0, 3, 0, 3, 0, 0, 0, 0, 7, 3, 8, 0, 3, 8, 0, 1, 3, 5, 8, 0, 0, 5, 5, 0, 3, 3, 3, 3, 3, 0, 1, 0, 0, 10, 10, 5, 3, 8, 4, 4, 3, 3, 0, 3, 3, 4, 0, 3, 10, 3, 3, 1, 0, 3, 3, 5, 1, 0, 0, 0, 5, 4, 10]"
52389,"[4, 0, 0, 3, 3, 0, 3, 3, 0, 3, 1, 0, 3, 3, 3, 3, 0, 3, 4, 3, 3, 3, 0, 3, 3, 0, 3, 4, 7, 3, 1, 3, 3, 4, 3, 0, 5, 3, 3, 3, 7, 8, 10, 8, 3, 1, 10, 0, 10, 3, 10, 3, 2, 3, 3, 3, 3, 4, 3, 10, 3, 10, 8]"
52390,"[3, 4, 0, 4, 3, 3, 10, 5, 3, 0, 3, 8, 10, 10, 3, 0, 0, 3, 7, 0, 3, 4, 3, 3, 3, 3, 0, 3, 3, 3, 10, 3, 3, 3, 4, 10, 10, 4, 3, 3, 10, 0, 7, 5, 3, 10, 3, 1, 10, 1, 0]"
53085,"[0, 1, 0, 6, 8, 4, 0, 0, 7, 8, 0, 0, 3, 7, 8, 7, 3, 0, 4, 8, 0, 0, 0, 4, 4, 7, 2, 4, 4, 0, 3, 3, 0, 3, 0, 7, 3, 8, 0, 3, 7, 0, 1, 0, 6, 3, 0, 3, 4, 3, 3, 3, 3, 10, 10, 8, 0, 0, 8, 0, 3]"
54030,"[3, 3, 0, 0, 3, 3, 7, 3, 0, 1, 5, 0, 3, 10, 5, 3, 3, 0, 0, 10, 3, 3, 0, 0, 0, 3, 10, 3, 3, 3, 3, 0, 0, 4, 0, 3, 3, 3, 3, 10, 8, 3, 8, 0, 0, 0, 3, 0, 10, 3, 4, 0, 0, 3]"
54173,"[8, 3, 0, 0, 1, 0, 0, 0, 0, 8, 0, 3, 3, 0, 10, 0, 0, 3, 10, 0, 0, 0, 4, 0, 0, 8, 3, 4, 0, 0, 0, 3, 3, 10, 10, 3, 0, 0, 3, 3, 4, 0, 0, 0, 3, 3, 0, 3, 0, 0, 4, 3, 4, 4, 0, 4, 7, 3, 3, 3, 0, 7, 7, 3, 3, 0, 3, 3, 3, 1, 0, 0, 3, 4, 3, 0, 8, 3, 7, 3, 3, 0, 0, 0, 3, 0, 0, 0, 4, 0, 1, 8, 0, 2, 7, 4, 3, 10, 10, 3, 10]"
54175,"[0, 0, 0, 0, 8, 0, 0, 0, 3, 0, 6, 0, 8, 3, 7, 0, 5, 3, 0, 3, 0, 3, 4, 3, 3, 3, 0, 3, 3, 3, 0, 5, 7, 3, 0, 3, 4, 3, 8, 0, 3, 5, 0, 0, 7, 1, 4, 0, 3, 3, 1, 0, 3, 6, 3, 4, 3, 3, 1, 3, 7, 1, 1, 0, 1, 0, 10, 5]"
54540,"[4, 0, 3, 3, 0, 5, 0, 3, 5, 0, 0, 0, 8, 3, 5, 5, 3, 3, 8, 3, 3, 0, 4, 8, 5, 3, 3, 3, 1, 1, 0, 3, 7, 4, 0, 5, 5, 3, 8, 10, 0, 0]"
55325,"[0, 3, 0, 3, 0, 3, 3, 8, 0, 1, 3, 0, 0, 3, 7, 3, 3, 1, 0, 3, 1, 3, 0, 3, 3, 3, 4, 0, 3, 0, 3, 4, 4, 0, 0, 3, 4, 3, 0, 0, 0, 3, 0, 4, 4, 8, 3, 0, 0, 0, 0, 10, 7, 0, 3, 0, 0, 7, 7, 3, 3, 3, 3, 0, 3, 10, 4, 8, 5]"
55601,"[0, 0, 3, 0, 3, 3, 0, 3, 3, 8, 3, 3, 3, 3, 4, 0, 3, 3, 3, 7, 3, 0, 3, 0, 5, 0]"
55720,"[3, 7, 3, 3, 3, 1, 1, 1, 4, 0, 3, 3, 0, 3, 0, 0, 0, 2, 0, 0, 4, 8, 3, 3, 3, 10, 10, 3, 1, 3, 0, 7, 3, 3, 4, 4, 0, 0, 3, 7, 3, 5, 8, 0, 3, 0, 10, 0, 0, 0, 3, 3, 0]"
61184,"[3, 1, 3, 7, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 0, 3, 0, 3, 0, 3, 7, 7, 10, 3, 1, 5, 8, 10, 8, 3, 4, 7, 3, 3, 1, 10, 0, 3, 3, 3, 0, 0, 3, 10, 7, 3, 3, 1]"
62440,"[1, 3, 0, 8, 0, 7, 7, 4, 10, 3, 1, 0, 3, 3, 0, 8, 0, 0, 7, 0, 0, 0, 0, 0, 3, 3, 7, 0, 4, 0, 0, 3, 3, 3, 0, 0, 0, 0, 4, 4, 7, 0, 8, 3, 0, 10, 3, 7, 0, 3, 3, 10, 8, 0, 3, 0]"
62668,"[0, 0, 1, 4, 0, 4, 8, 3, 0, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 4, 4, 3, 4, 0, 0, 10, 1, 3, 3, 4, 4, 4, 3, 4, 3, 3, 0, 3, 4, 3, 0, 3, 3, 3, 3, 4, 0, 0, 4, 0, 3, 3, 10, 3, 4, 3, 3, 3, 3, 3, 3, 0, 7, 3, 0, 3, 0, 3, 3, 4]"
65669,"[1, 8, 0, 8, 0, 0, 0, 0, 0, 3, 3, 0, 3, 0, 1, 0, 0, 3, 8, 3, 1, 8, 0, 4, 0, 8, 1, 3, 8, 0, 3, 0, 4, 3, 0, 3, 3, 7, 4, 4, 0, 7, 3, 0, 3, 8, 0, 3, 3, 5]"
65834,"[1, 0, 6, 7, 7, 0, 3, 0, 0, 0, 4, 3, 7, 3, 3, 3, 10, 2, 7, 3, 3, 0, 8, 3, 10, 3, 3, 8, 3, 10, 3, 3, 3, 0, 0, 0, 10, 3, 0, 0, 7, 7, 0, 2, 7, 3, 3, 10, 7, 3, 7, 0, 1, 3, 0, 10, 3, 3, 1, 0, 4, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 3, 5]"
67417,"[0, 3, 0, 0, 0, 7, 0, 7, 3, 3, 8, 3, 7, 1, 3, 3, 3, 0, 3, 3, 4, 7, 3, 3, 0, 0, 4, 3, 0, 3, 3, 0, 0, 3, 3, 0, 3, 3, 10, 4, 10, 3, 7, 3, 4, 10, 0, 3, 10, 1, 10, 4, 0, 3, 3, 3, 3, 10, 3, 5, 1, 0]"
67422,"[3, 3, 3, 0, 3, 0, 0, 0, 3, 0, 3, 0, 3, 10, 10, 0, 3, 3, 0, 3, 3, 3, 3, 0, 3, 3, 3, 10, 3, 1, 3, 4, 3, 0, 0, 10, 3, 3, 0, 3, 3, 3, 4, 3, 10, 4, 4, 0, 0, 0, 3, 7, 3, 3, 3, 3, 10, 10, 3, 3, 3, 3, 3, 0, 3, 0, 0, 3, 3, 1, 3]"
67423,"[1, 0, 0, 0, 0, 3, 3, 3, 3, 0, 3, 0, 3, 0, 3, 7, 3, 3, 1, 0, 7, 3, 3, 3, 10, 3, 0, 0, 0, 0, 0, 3, 3, 3, 1, 0, 3, 0, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 1, 0]"
67442,"[0, 7, 3, 10, 3, 3, 0, 3, 3, 0, 0, 0, 3, 3, 3, 3, 0, 0, 3, 0, 0, 0, 3, 0, 4, 0, 3, 3, 0, 3, 0, 3, 0, 3, 0, 3, 3, 0, 3, 7, 0, 3, 3, 3, 3, 0, 0, 0, 3, 0, 0, 0, 0, 3, 3, 0, 0, 3, 7, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 7, 3, 3, 3, 7, 10, 0]"
68124,"[0, 0, 0, 3, 0, 0, 3, 10, 0, 0, 0, 4, 5, 3, 7, 3, 3, 1, 0, 0, 0, 0, 4, 4, 0, 0, 4, 8, 0, 3, 3, 3, 4, 1, 10, 4, 4, 0, 3, 0, 1, 10, 3, 4, 0, 3, 3, 3, 0]"
68374,"[0, 0, 0, 3, 4, 0, 3, 3, 1, 4, 0, 3, 3, 0, 4, 3, 3, 5, 10, 10, 0, 7, 3, 0, 3, 7, 3, 4, 4, 3, 7, 3, 3, 0, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 0, 4, 0, 4]"
68485,"[4, 3, 0, 3, 0, 0, 0, 0, 7, 3, 0, 3, 3, 1, 0, 0, 0, 0, 3, 0, 3, 7, 1, 0, 3, 3, 3, 0, 0, 7, 3, 3, 3, 3, 0, 4, 0, 0, 0, 3, 4, 4, 3, 3, 3, 3, 3, 0, 1, 0, 4, 4, 0, 3, 0, 3, 3, 3, 4, 3, 3, 0, 1, 3, 10, 3, 3, 3, 3, 0, 4, 3, 0]"
72453,"[0, 3, 10, 1, 0, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 1, 3, 3, 0, 3, 4, 0, 3, 0, 4, 3, 4, 0, 0, 0, 1, 0, 3, 3, 3, 0, 4, 3, 4, 4, 0, 3, 0, 3, 4, 0, 0, 0, 3, 4, 4, 8, 3, 4, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 8, 3, 0, 0, 0, 3, 10, 3, 6, 3, 3, 3, 4, 0, 3, 4, 0, 10, 0]"
73170,"[0, 8, 3, 3, 3, 4, 10, 3, 3, 8, 3, 0, 0, 3, 3, 8, 7, 1, 0, 4, 0, 3, 0, 7, 5, 0, 2, 4, 4, 3, 4, 0, 5, 0, 3, 0, 5, 3, 8, 4, 3, 3, 3, 0, 4, 7, 4, 1, 0, 7, 0, 4, 7, 5, 4, 0, 4, 6, 3, 5, 5, 1, 8]"
73441,"[4, 4, 1, 3, 3, 4, 0, 0, 4, 3, 4, 0, 4, 4, 0, 3, 0, 4, 0, 4, 4, 2, 5, 5, 8, 0, 3, 0, 0, 3, 0, 0, 0, 3, 4, 3, 0, 3, 3, 3, 0, 1, 3, 4, 4, 3, 6, 3, 3, 0, 5, 1, 0, 0, 0, 0, 8]"
73875,"[3, 0, 0, 3, 0, 0, 0, 6, 3, 3, 0, 3, 10, 3, 0, 0, 3, 1, 0, 3, 4, 8, 1, 3, 0, 3, 0, 3, 10, 3, 3, 0, 0, 3, 0, 0, 0, 8, 0, 3, 3, 3, 3, 3, 3, 3, 10, 8, 4, 1, 3, 10, 3, 3, 10, 3, 8, 7, 3, 10, 3, 10, 3, 3, 3, 3, 0, 3, 7, 3, 5, 8, 0, 0, 0, 0, 5, 3, 3, 10, 10, 3, 0, 3, 0, 1, 0, 3, 3, 3, 3, 4, 8, 0, 0, 3, 1, 0, 1]"
74830,"[0, 0, 3, 3, 3, 1, 3, 0, 3, 0, 3, 0, 6, 7, 8, 3, 3, 10, 0, 3, 3, 3, 3, 4, 1, 8, 3, 0, 0, 10, 3, 0, 3, 0, 0, 0, 3, 1, 3, 3, 4, 3, 3, 0, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 0, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 6]"
75261,"[3, 1, 0, 0, 3, 0, 0, 7, 10, 3, 7, 3, 0, 4, 0, 3, 7, 3, 1, 3, 7, 0, 3, 3, 3, 0, 0, 6, 0, 0, 0, 4, 0, 7, 10, 0, 4, 3, 0, 3, 7, 3, 3, 3, 7, 3, 3, 0, 0, 3, 1, 3, 10, 7, 7, 10, 5]"
76018,"[0, 0, 0, 8, 5, 0, 3, 8, 0, 0, 7, 0, 3, 4, 3, 3, 0, 7, 0, 0, 0, 3, 0, 8, 0, 4, 3, 3, 0, 0, 7, 3, 3, 3, 0, 3, 3, 4, 3, 3, 3, 3, 6, 3, 3, 1, 3, 3, 5]"
76361,"[0, 5, 3, 5, 7, 0, 8, 7, 0, 0, 3, 4, 1, 0, 5, 0, 3, 0, 0, 3, 8, 0, 4, 8, 8, 8, 8, 0, 3, 0, 3, 0, 3, 4, 0, 4, 8, 3, 7, 3, 1, 3, 4, 9, 1, 0, 5, 5, 5, 4, 3, 3, 8, 8]"
76394,"[5, 3, 0, 3, 3, 1, 0, 3, 0, 5, 0, 8, 5, 0, 4, 4, 3, 0, 0, 3, 3, 3, 3, 3, 0, 7, 0, 4, 3, 3, 0, 3, 4, 4, 0, 3, 3, 7, 0, 4, 0, 3, 8, 7, 10, 0, 3, 0, 1, 1, 0]"
77744,"[0, 0, 5, 0, 7, 8, 4, 0, 0, 3, 0, 0, 8, 0, 3, 3, 0, 8, 0, 0, 0, 4, 7, 5, 0, 0, 3, 3, 3, 0, 0, 0, 0, 10, 0, 5, 0, 3, 0, 0, 10, 3, 4, 0, 4, 4, 0, 5, 1, 8, 3, 4, 3, 3, 8, 8, 0, 5, 0, 8, 3, 8]"
81503,"[0, 3, 0, 1, 3, 3, 1, 3, 0, 3, 0, 8, 8, 8, 0, 3, 3, 0, 0, 3, 1, 4, 4, 0, 0, 7, 8, 0, 1, 7, 0, 0, 0, 3, 3, 4, 0, 7, 0, 3, 3, 6, 0, 10, 0, 7, 0, 3, 3, 3, 0, 4, 3, 3, 8, 3, 3, 3, 3, 0, 3, 8]"
88075,"[3, 0, 3, 1, 5, 5, 3, 5, 5, 0, 3, 7, 4, 3, 0, 5, 1, 0, 0, 0, 0, 0, 8, 8, 0, 8, 0, 4, 3, 1, 5, 0, 0, 5, 0, 0, 0, 0, 8, 5, 0, 0, 3, 0, 3, 0, 3, 0, 5, 0, 0, 1, 3, 5, 0, 0]"
88609,"[4, 8, 4, 3, 3, 1, 0, 8, 4, 0, 7, 0, 2, 3, 10, 4, 1, 3, 0, 0, 0, 0, 0, 4, 3, 3, 0, 0, 0, 8, 3, 4, 3, 3, 0, 3, 3, 3, 8, 3, 3, 4, 10, 7, 3, 0, 0]"
88678,"[8, 0, 8, 0, 3, 0, 4, 10, 3, 10, 0, 3, 3, 3, 3, 3, 3, 0, 4, 0, 3, 0, 10, 0, 0, 8, 4, 5, 3, 3, 3, 7, 0, 4, 1, 3, 0, 5, 3, 3, 10, 4, 7, 0, 0, 3, 3, 3, 1, 0, 3, 10, 3, 3, 0, 0, 8, 3, 5]"
89793,"[0, 5, 3, 5, 0, 5, 0, 0, 0, 0, 3, 3, 3, 0, 0, 0, 3, 3, 0, 10, 1, 0, 5, 3, 1, 0, 1, 3, 0, 0, 3, 10, 3, 0, 0, 3, 0, 10, 3, 0, 2, 0, 10, 1, 0, 0, 8, 3, 1, 5, 0, 0, 5, 1]"
94028,"[0, 0, 3, 3, 3, 0, 10, 0, 0, 0, 0, 3, 10, 0, 8, 0, 3, 0, 8, 3, 0, 8, 5, 3, 3, 3, 4, 8, 8, 6, 0, 3, 0, 3, 0, 0, 1, 0, 0, 7, 3, 3, 3, 6, 3, 8, 4, 0, 0, 3, 0, 4, 10, 10, 8, 8, 0, 0, 5, 0, 0]"
