Wikipedia movie ID,Merged Content,Predicted Label
4154028,under the control of the Others,3
4154028,telling him that there is nobody to wake him up,3
4154028,"""The Black Cat"" Rod Usher makes his entrance in a building decorated with the abject remains of dismantled corpses",3
4154028,A naked woman lies bound to a table,3
4154028,sliced in two by a huge pendulum-like blade,3
4154028,Rod is a professional crime scene photographer for as he puts it,3
4154028,""" a talent which ensures that he is frequently called upon the local authorities -led by Detective LeGrand- to document the horrors of the baroque crime scenes which are apparently commonplace in Pittsburgh where Rod lives",3
4154028,After arriving home at a semi-fancy row house,3
4154028,Rod works in his darkroom in the basement developing the photos when his work is interrupted by the appearance of a mysterious black cat,4
4154028,which has apparently been adopted by his live-in girlfriend Annabel,3
4154028,Rod and Annabel’s relationship is uncomfortably distant,0
4154028,while Rod is a rough,3
4154028,brutish man who seem more at home with the gritty hyper-reality of crime scenes that he is with Annabel’s talk of witches and superstition,3
4154028,is a professional violinist who gives private lessons to local high school students who show up at the house after their school classes,3
4154028,and she even takes some of them on excursions to local opera houses to watch the arts of life,3
4154028,Over the next several days,3
4154028,a strong antipathy grows between Rod and the mysterious cat,4
4154028,a situation worsened by Annabel’s excessive protection of it,3
4154028,Driven to distraction by the cat’s apparent hatred of him,3
4154028,Rod eventually strangles it during a photo shoot he has set up with the cat being the center of attention,3
4154028,Rod then uses the photos of him strangling the cat to post on the cover of his newest photography book,3
4154028,a lurid collection of his most revolting pictures,3
4154028,As Annabel begins to guess the truth about what has happened to her pet,3
4154028,the couple embarks on a series of violent arguments,3
4154028,one of which ends with Rod falling into an alcohol-induced sleep where he has a nightmare about participating in a Medieval Pagan festival where he is executed for the murder of the cat,3
4154028,when Annabel finally spots his book in a shop window,4
4154028,with the strangled body of her much-loved cat on the front cover,4
4154028,she immediately goes home and makes plans to leave Rod,3
4154028,who at that very moment is in a local bar drinking heavily,3
4154028,Rod becomes unnerved when the barmaid Eleanora gives him a stray black cat,4
4154028,which is identical to Annabel’s own cat,3
4154028,Rod notices that the inky feline has an identical white marking on its chest,3
4154028,Rod brings the cat home and sets about to kill the feline once and for all,3
4154028,But Annabel intervenes and comes to the cat's rescue,3
4154028,causing a confrontation which ends in her gruesome and gory death when Rod hacks her to death with a meat cleaver,3
4154028,After shaking off his suspicious next door neighbor and landlord,4
4154028,who arrives after hearing the argument,3
4154028,Rod assures him that nothing is wrong,3
4154028,Confident that he can escape detection,1
4154028,Rod conceals the body behind a wall in the house and invents a story to explain Annabel’s disappearance to her music students,4
4154028,when they show up the next day for their violin lessons,3
4154028,But after a confrontation with Christian,3
4154028,who expresses doubt and suspicion to Rod about his story of Annabel leaving him,3
4154028,Pym about his suspicions that Rod might have killed Annabel,3
4154028,When Annabel’s friend in New York keeps phoning the house to ask of her whereabouts,3
4154028,Rod becomes increasingly trapped by his own increasing elaborate web of lies,4
4154028,The situation is exacerbated by yet another appearance of the black cat,3
4154028,Rod ensures its death by slicing it in two with a saw,3
4154028,and disposes of it in a garbage dump,3
4154028,Detective LeGrand arrives with his partner to question Rod about Annabel’s whereabouts,3
4154028,Rod is not fazed by their questions,3
4154028,After looking around the house,4
4154028,but immediately come back when an eerie,4
4154028,distorted mewing sound is heard echoing though one of the walls,4
4154028,Rod is handcuffed and the fake wall of that he put up is torn down and his crime scene is finally revealed,0
4154028,It reveals that the ever troublesome feline had given birth in Annabel’s tomb and its offspring are now feasting on the remains of their mistress,3
4154028,Rod grabs the pickaxe from LeGrand's partner and in seconds kills both policemen,3
4154028,But handcuffed and in a panic,4
4154028,Rod tries to make his escape when his neighbors show up after nearing the commotion,4
4154028,pounding on the front door,4
4154028,Rod attempts to flee from his house by climbing out a second floor window by using a rope to tie around a tree in his backyard,4
4154028,But his plan fails when he gets tangled in the rope and slips,4
4154028,the rope tightening around his neck and killing him,4
4154028,The black cat makes a final appearance and stares at the fate Rod had coming for him,3
4268056,Seven years after World War II,0
4268056,a 12-year old boy named David  escapes a Stalinist labor camp in Bulgaria where he has spent his entire life,3
4268056,He sets out on a risky journey to Denmark,4
4268056,initially believing he is on an important mission to deliver a letter,1
4268056,"but eventually discovering that the ""mission"" was to reunite him with his mother",3
4268056,of whom he only has faint memories,4
4268056,his friend and mentor in the camp,3
4268056,who prepares him for escape,3
4268056,is killed by a guard,0
4268056,leaving David to face escape on his own,0
4268056,David is helped by a guard to escape,3
4268056,who gives him a compass and tells him he must go southwest to Greece,3
4268056,take a boat to Italy and finally go north to Denmark,0
4268056,a peaceful and neutral country,1
4268056,Since David was locked in a camp all his life,4
4268056,he has repressed feelings and trusts no one,0
4268056,and so feels lost and disoriented in the world,0
4268056,though he is mistreated by some people,0
4268056,he is well-treated by others,3
4268056,Gradually he learns that some people can be trusted,1
4268056,and to open up and experience his own feelings,0
4268056,with the help of decent people whom he has learned to trust,3
4268056,David and his mother are reunited,0
4415958,spends her summer practicing for an audition to get into the InterMountain Youth Symphony Orchestra  while her two best friends,3
4415958,She also runs a secret-keeping business,3
4415958,in which other children give her fifty cents to tell her a secret,3
4415958,which she promises to keep,3
4415958,this is a talent that she is normally very good at,3
4415958,her parents are expecting another child and seem to care more about it than Emily,3
4415958,New neighbors move in next door,3
4415958,he accidentally breaks a valued chess piece and is caught by Emily as he attempts to bury it in the front garden,3
4415958,He pays her fifty cents to keep his deed a secret,3
4415958,and to hide the piece in her treasure trunk,3
4415958,When Philip decides to join Emily in an afternoon tea session using her family's expensive china,3
4415958,they accidentally break two of the teacups,3
4415958,Emily is faced with the challenge of keeping her own secret and having someone else know about it,3
4415958,as Philip begins falling for her,3
4415958,his brother David  enters the picture,3
4415958,He had been at tennis camp,3
4415958,but was sent back home because he allegedly got drunk and was involved in a car accident,3
4415958,Philip tells her this family secret in exchange that she tells him a secret about her greetings with her friends,3
4415958,and says that a person who drinks and drives will do it again,3
4415958,She then starts to lose her secret-keeping talent as she falls for David,3
4415958,He also begins falling for her,3
4415958,During her mother's baby shower,3
4415958,David tries to talk to Emily,3
4415958,and she reveals that she knows how he was expelled from tennis camp,0
4415958,she goes to get her violin from the roof and tumbles to the ground,4
4415958,necessitating a trip to the hospital,3
4415958,her mother gives birth to her sister Grace,3
4415958,Everyone is by Emily's hospital bed except David,3
4415958,who is eavesdropping behind the curtain,3
4415958,Her friends ask if her sister looks like she did when she was a baby,3
4415958,and she reveals that she is adopted,3
4415958,Her birth parents were killed while driving in a car when she was 10 months old after being struck by a drunk driver,4
4415958,and she considers it a miracle that she lived,3
4415958,The driver spent one year in prison and barely a month after being released,3
4415958,crashed into someone else's car and killed himself,4
4415958,David feels very guilty and understands why she despises him so much,0
4415958,After she is released from the hospital,0
4415958,she and Philip return all of the paper bags to her clients,3
4415958,she kisses him on the cheek,2
4415958,and she kisses him on the lips,2
17758086,Thomas Zelda  has been paroled from prison for being involved in movie piracy,0
17758086,He is picked up by his eccentric sister Vicky  who is revealed to be a habitual liar,3
17758086,He arrives at Vicky's home where he plans to spend some time putting his life back together when it's revealed that his mother was told  that he went to France instead of prison,3
17758086,Due to her heart condition,0
17758086,"Tommy keeps as the story leading to a euphemism where France means ""prison""",3
17758086,Tommy's old partner from the movie piracy business,3
17758086,shows up and his sister runs him off,3
17758086,Tommy meets with his parole officer,3
17758086,"who requires him to work at a pirate-themed restaurant called ""Pirate Burger"" as part of his parole",3
17758086,He informs Angela that he wants to start up his father's painting business instead,3
17758086,but is told that he is required to work at the restaurant,3
17758086,"his ""dead"" ex-girlfriend come up to the drive-through window",3
17758086,Realizing Vicky lied to him,3
17758086,he takes the delivery car to see Christy leading them to spend the night together,3
17758086,it is revealed that Christy is engaged to Frank  and Tommy is forced to escape the apartment,0
17758086,Since he took the delivery car without permission,3
17758086,"he is fired as from ""Pirate Burger"" and risks going back to jail for breaking the terms of his parole",3
17758086,He is given another chance and goes back to work at Pirate Burger,3
17758086,"he is ""kidnapped"" by Gray and Gray tries to get him to get back into the piracy business",4
17758086,"Tommy refuses stating that he wants to ""go straight""",3
17758086,Tommy is called to make a delivery,3
17758086,He arrives at the apartment of Angela,3
17758086,Her son is trying to play matchmaker to get her to start dating again,3
17758086,he notices that the apartment is in need of a paint job,3
17758086,Tommy decides to show Angela the kind of work he can do so,3
17758086,with the help of two ex-con coworkers  from Pirate Burger,3
17758086,he breaks into Angela's apartment while she's away and repaints the living room,3
17758086,"the fictional story about Tommy's ""France"" trip continues to evolve including a relationship with Simone",0
17758086,a French astronaut who was killed on the launchpad so that Tommy's mother would not fly everyone to France to meet Simone,3
17758086,Angela is furious at Tommy for breaking and entering but understands what he was trying to do and doesn't press charges,3
17758086,She sets him up to paint a judge's home,3
17758086,Angela shows up to check on Tommy's work and invite him to observe her son's little league team,3
17758086,invites Tommy to paint the upstairs as well,3
17758086,Edgar and Rick prepare the upstairs for painting and knock the judge's wife's diamond ring off the dresser,3
17758086,wanting to do something nice for Tommy,2
17758086,"steals the ring and gives it to Christy as a ""gift from Tommy""",3
17758086,who doesn't know that the theft occurred,3
17758086,joins Angela at the little league game and they begin to express feelings for each other,2
17758086,They set up a formal date,3
17758086,When Tommy arrives at Angela's apartment for the date,3
17758086,Angela is furious over the theft and demands the ring back,3
17758086,He goes to Pirate Burger to confront Edgar and Rick,3
17758086,He steals the delivery car  and calls Edgar and Rick,3
17758086,They inform him of the ring's location and he drives to Christy's house to get the ring back,3
17758086,After a short confrontation with Frank and Christy,3
17758086,he gets the ring and returns it to Angela,3
17758086,The manager of Pirate Burger presses charges on Tommy and he goes back to jail,3
17758086,Gray shows up at the prison to bail him out and,3
17758086,"disillusioned with his attempts to ""go straight""",0
17758086,Tommy joins back up with Gray,3
17758086,Angela's son shows up at Vicky's house wanting to see Tommy,3
17758086,but he is not there,3
17758086,Vicky finds Tommy with Gray at the airport and makes up a story about Angela's son going missing,0
17758086,Tommy chooses to abandon Gray at the airport  to find Angela's son,4
17758086,When he shows up at Angela's apartment,3
17758086,he finds out that Vicky has,3
17758086,His concern for the well being Angela's son,3
17758086,softens Angela's animosity towards Tommy,3
17758086,He invites  Angela to join in a dinner at Vicky's house,3
17758086,Angela shows up for the dinner,3
17758086,"A story Vicky told Tommy's mother about Angela being Tommy's ""grief counselor"" falls apart when Angela informs her that she is actually Tommy's parole officer",3
17758086,which also causes the France story to fall apart,3
17758086,The movie ends with Vicky trying to act surprised but no one is buying it,5
2769852,Cliff Spab  and his friend Joe Dice  go out one evening to buy some beer in a convenience store,3
2769852,a group of masked and heavily armed terrorists take Cliff,4
2769852,and three other people hostage,4
2769852,and they tape their hostages,3
2769852,During the month-long standoff with the police,3
2769852,Image's only demand is that their broadcasts be televised on worldwide television live and uncut,3
2769852,or else the hostages will be killed,3
2769852,After two of the hostages are killed,3
2769852,Joe and another hostage—a young teenage girl named Wendy Pfister —are the only ones left,4
2769852,Cliff becomes indifferent to being killed,3
2769852,in reply to his captors' threats to kill him,3
2769852,this makes Cliff a media icon,3
2769852,picking up in the hospital,4
2769852,had shot his way to freedom,3
2769852,at the cost of a bullet in his shoulder,3
2769852,Cliff is branded a hero for saving Wendy and killing all the terrorists,3
2769852,He's picked up from the hospital by his brother Scott  and taken home,4
2769852,where Cliff soon becomes uncomfortable,4
2769852,He does not appreciate either the reporters camped outside his front lawn,3
2769852,who welcome him home awkwardly,3
2769852,Cliff cannot stand the presence of his domineering father and weak-willed mother,3
2769852,and he flees their house,3
2769852,he finds that his life cannot go back to what it was before the convenience store,0
2769852,At the fast food restaurant where he works,3
2769852,"he finds his name and image on the board with a ""Special 36¢ Cliff Spab Burger"" being marketed in commemoration of his 36 days in captivity",3
2769852,Cliff flees to the home of Joe's older sister Monica,3
2769852,who tells Cliff that she resents that he has gotten all the media attention,3
2769852,who got killed during the siege,0
2769852,has not gotten any sympathy or even attention from anyone,3
2769852,After spending a night of empty passion with Monica,0
2769852,Cliff leaves in the morning,3
2769852,Cliff calls upon his best friend Morrow Streeter  to help him,3
2769852,Morrow takes Cliff to hide out in the elegant home of his sister Janet,1
2769852,a lawyer who gives Cliff some advice,3
2769852,She advises that he should not pass up any opportunity to exploit his fame for personal gain,3
2769852,Cliff leaves the following day by hitchhiking out of Los Angeles,3
2769852,He gets a ride with a disaffected couple who confide with him about their marital troubles,3
2769852,this inspires Cliff not to run from his problems since they will only follow him,3
2769852,Cliff decides to take advantage of his newfound fame,3
2769852,first by checking into a fancy hotel,3
2769852,and then holding press conferences,3
2769852,and holding autograph signings—all generally portraying him as a rebel,3
2769852,But Cliff's real desire is to find Wendy,3
2769852,whom he also sees on the news,3
2769852,is refusing to comment about the ordeal in the convenience store,3
2769852,Cliff eventually manages to track her down,3
2769852,but their relationship is hampered by reporters and paparazzi tailing both of them,3
2769852,Cliff slips out of his hotel room,4
2769852,and they travel to the location of the convenience store siege,3
2769852,where they find that the building has been closed down and boarded up as a crime scene,4
2769852,After reminiscing how he and Joe managed to overpower their captors,3
2769852,and killed all of them in a huge gunfight where Joe was killed and Cliff was wounded,3
2769852,Cliff then tells Wendy he only wishes that he could just give up all this fame and celebrity status so the two of them can have a quiet romantic life together,2
2769852,during a public appearance at a local high school,3
2769852,Cliff and Wendy arrive in the school auditorium to a cheering crowd of students,3
2769852,All of them are standing and chanting Cliff's line,3
2769852,except for one distraught looking student,4
2769852,Her name is Barbara Wyler,3
2769852,She eventually stands up after pulling a gun out of her bag,3
2769852,points it at Cliff and Wendy on the stage and yells,3
2769852,seriously wounding both Cliff and Wendy,3
2769852,Media attention now switches to Babs Wyler,3
2769852,and indicted for this crime,3
2769852,"Her line of ""Everything matters"" becomes the new public catchphrase",3
2769852,As reporters and media people talk about Babs' actions,3
2769852,the wounded Cliff and Wendy,0
2769852,are relieved that their ordeal with the media is over,0
2769852,and they now can slip away to re-start their romance with their new found privacy,2
1141596,The film opens with a shot of a naked woman,4
1141596,lying dead in a field,4
1141596,We are then introduced to Henry,3
1141596,who is going about his business,3
1141596,Interspersed with this are shots of other murder victims,3
1141596,None of the actual murders are shown,3
1141596,but accompanying the shots of the bodies are the sounds of screaming and struggle,4
1141596,We are next introduced to Becky,3
1141596,She is met by her brother Otis,3
1141596,who met and befriended Henry in prison,3
1141596,Having split from her husband,0
1141596,Becky has come to Chicago to make some money for herself and her daughter,3
1141596,who is living with Becky and Otis’ mother for the time being,3
1141596,Otis brings Becky back to the apartment he shares with Henry,3
1141596,as Henry and Becky play cards,3
1141596,Becky asks Henry about the murder of his mother,3
1141596,the crime that landed him in prison,3
1141596,He tells her he stabbed his mother  because she abused and humiliated him as a child,0
1141596,reveals that her father molested her when she was a teenager,4
1141596,Becky gets a job in a hair salon,3
1141596,Henry kills two prostitutes with Otis witnessing,3
1141596,It becomes clear that Otis,3
1141596,worry that the police might catch them,4
1141596,Henry assures him that everything will work out,3
1141596,Henry points out that if you've killed once,3
1141596,any time you kill again,3
1141596,it always feels the same,0
1141596,and he explains his philosophy that the world they live in it is “them or us,3
1141596,” Henry and Otis go on a series of killings across Chicago together,3
1141596,killing a fence  and stealing a video camera and a top-of-the-line television in the process,3
1141596,The duo later on kill a random victim in Lower Wacker Drive,3
1141596,where Otis shoots a man who is tricked into pulling over,3
1141596,Henry begins to teach Otis more about being a serial killer,3
1141596,He explains that every murder should have a different modus operandi so the police won’t connect the different murders to one killer,3
1141596,He also explains that it’s important never to stay in the same place for too long,3
1141596,by the time police know they’re looking for a serial killer,4
1141596,they can be long gone,3
1141596,Henry also tells Otis that he will have to leave Chicago soon,0
1141596,feeling the police will eventually be able to track him down,4
1141596,Henry and Otis then slaughter an entire family,3
1141596,recording the whole incident on their newly acquired video camera,3
1141596,and then watch it at their apartment for entertainment,3
1141596,Becky quits her job so she can return home to her daughter,3
1141596,Otis and Henry get into an argument after their camera gets destroyed while driving,3
1141596,Otis gets out of the car and goes for a drink,3
1141596,while Henry returns to the apartment,3
1141596,Becky tells Henry her plans,3
1141596,and they decide to go out for a steak dinner,3
1141596,she tries to seduce him,3
1141596,but he is unreceptive to her advances,3
1141596,A drunk Otis enters and asks if he's interrupting anything,3
1141596,Henry leaves to buy cigarettes,3
1141596,He returns to find Otis strangling Becky after raping her,3
1141596,Henry kicks Otis off her and a fight ensues,3
1141596,Otis gets the upper hand and smashes a beer bottle onto Henry's face,3
1141596,Otis is about to kill Henry when Becky stabs Otis in the eye with the handle of a metal comb,3
1141596,Henry stabs Otis to death and dismembers his body in the bathtub,3
1141596,telling Becky that calling the police would be a mistake,3
1141596,and that they need to deal with the situation themselves,3
1141596,they dump Otis' body parts in a river and leave town,3
1141596,Henry suggests that they go to his sister's ranch in San Bernardino,3
1141596,promising Becky they will send for her daughter when they arrive,3
1141596,Becky confesses that she loves Henry,2
1141596,"""I guess I love you too",3
1141596,They book into a motel for the night,4
1141596,Henry leaves the motel alone,4
1141596,gets into the car and drives away,3
1141596,He stops at the side of the road to dump a suitcase in a ditch before driving off again,4
1141596,Blood stains are shown on the suitcase,3
1141596,implying that Becky was killed by Henry and that her body parts were placed into the suitcase,3
1141596,shows the camera zooming in,3
1141596,and then the scene fades to black and the credits roll,3
28871413,a boy from a small mill town,3
28871413,decides to go to a college in Virginia to play football,3
28871413,He becomes a star player as a freshman,3
28871413,but hears stories of teammates receiving money for their play,3
28871413,the daughter of one of the school's rich benefactors,3
28871413,When he suffers injuries on the field,0
28871413,Steve realizes that a college education will mean more to his future than football will,1
28871413,He also tries to win Melissa's love,2
28871413,over her her father's strong objections,3
4246026,The film tells the story of a circus performer who falls in love with the son of a plantation owner in antebellum New Orleans,2
4246026,When the young man's stepmother objects to the wedding,3
4246026,the young couple has to decide if they can make their relationship work,3
31205051,"Danny Stetson  is a clean cut all-American college student and gymnast with dreams of Olympic gold when he's lured into ""Homeland""",4
31205051,"a youth-oriented religious ""commune"" by a compellingly beautiful girl",3
31205051,Here he is programmed by the charismatic leader,1
31205051,Neil Kirklander  to believe that his new life now has the true meaning that it previously lacked,3
31205051,Anguished by their son's disappearance,0
31205051,Danny's parents  hire modern-day bounty hunter,3
31205051,Charles Pratt  to abduct Danny and exorcise his brainwashed mind,4
31205051,but the psychological change could be traumatizing,0
25225244,when second-graders Bryce Loski  and Julianna  Baker  first meet,3
25225244,Juli knows it's love but Bryce isn't so sure,1
25225244,young Bryce does everything he can to keep away as much as possible from Juli for the next six years,3
25225244,which isn't easy since they go to the same school and live across the street from each other,3
25225244,When they start the sixth grade,4
25225244,Bryce hopes that he can get rid of Juli so he asks the girl Juli hates the most,3
25225244,This plan of Bryce's works for a while up until his best friend,3
25225244,takes an interest in Shelly and tells her the truth about Bryce asking her out,3
25225244,Juli finds out Bryce and Shelly break up,3
25225244,she goes back to her regular Bryce-obsessed self,3
25225244,From Juli's point of view,3
25225244,when she and Bryce first met,0
25225244,he returned her feelings but was just shy and embarrassed,0
25225244,"When he ""held her hand"" she thought she would get her first kiss from him in the second grade",2
25225244,Juli knew that she was flipped from then on,3
25225244,After finding out that Bryce and Shelly broke up,0
25225244,she thought she could have her old Bryce back,3
25225244,She spent the whole year smelling his watermelon scented hair and wondering if she'd ever get her kiss,2
25225244,Bryce's grandfather Chet Duncan  moves in with the family,3
25225244,and a rare kind of girl who's hard to come across,3
25225244,He continues to tell Bryce this with hope,3
25225244,old sycamore tree that Juli loves which no one understands,3
25225244,it's cut down by the owner in spite of Juli's protest and dismay,3
25225244,Her voice narrates her love for the tree that let her see the world in a much more enlightened way,3
25225244,Chet and Juli form a strong friendship over time while he helps her work on her messy lawn,0
25225244,Bryce begins to develop feelings for Juli just as Juli begins to question her feelings about Bryce,4
25225244,Her feelings completely disappear when she overhears him and Garrett talking about her mentally challenged uncle,0
25225244,and sees him throwing away the eggs she gave him,3
25225244,Juli tells Bryce she never wants to speak to him again when she and her family get invited to the Loski's house for a sit down dinner which ends up with Bryce's dad being considerably rude to her family,3
25225244,At the dinner she confronts him about what Bryce said about her uncle and tells him she doesn't want to speak to him again,3
25225244,they sit opposite each other,3
25225244,she never talks or makes eye contact with him,3
25225244,After dinner she apologizes for the way she acted,3
25225244,Bryce is upset that she apologizes,3
25225244,because that means that she doesn't care enough to hold a grudge,3
25225244,She continues to have mixed feelings when the basket boy auction is just around the corner,3
25225244,"She hears that Shelly is planning to bid on Bryce against another one of the school's ""finest"" girls",3
25225244,Bryce thinks that Juli is planning on bidding for him because he hears she walked in with a wad of cash,3
25225244,Bryce begins to worry about what would happen if she does bid for him just when she bids all her cash on basket boy number eight,3
25225244,Later during the basket boy bidding lunch,3
25225244,Bryce and Sherry sit at a table across from Juli and basket boy eight,4
25225244,She's facing Bryce and he can't help but stare at Juli the whole time,3
25225244,He sees she's having a good time with her date and gets jealous,3
25225244,He grabs her to talk to her and attempts to kiss her in front of everyone,3
25225244,He chases her after she dodges his kiss,3
25225244,Juli gets on her bike and cycles as fast as she can home,3
25225244,and the two break off their friendship after a confrontation,3
25225244,Bryce continuously tries to talk to her,3
25225244,coming to her bedroom window,4
25225244,one day Juli sees Bryce digging a hole in her front lawn which infuriates her,3
25225244,Her father said he gave him permission and she watches Bryce continue to dig,3
25225244,After he digs the hole,3
25225244,Juli is confused but Bryce comes back carrying a baby Sycamore tree and places it in the hole,4
25225244,She goes outside to help him,3
25225244,Knowing that he redeemed himself,1
25225244,Bryce covers Juli's hands with his,4
25225244,they share smiles and then continue planting the sycamore tree,3
1345561,Pepe Le Moko  is a notorious thief,3
1345561,who escaped from France after his last great heist to Algeria,3
1345561,Moko became a resident and leader of the immense Casbah,3
1345561,French officials arrive insisting on Pepe's capture are met with unfazed local detectives,3
1345561,who are biding their time,3
1345561,Pepe begins to feel increasingly trapped in his prison-like stronghold,0
1345561,a feeling which intensifies after meeting the beautiful Gaby,1
1345561,who is visiting from France,3
1345561,His love for Gaby soon arouses the jealousy of Ines,3
12039019,Small-time con man Eddie Hall  hides from his latest victim and a policeman in the first unlocked apartment he can find,3
12039019,It turns out to occupied by Ruby Adams,3
12039019,a cynical woman with numerous boyfriends,3
12039019,When it is safe to come out,0
12039019,Eddie wants to become better acquainted with his pretty rescuer,3
12039019,Although she resists at first,3
12039019,she ends up falling in love with him,2
12039019,Eddie's partner Slim  comes up with a scheme to catch one of Ruby's married admirers in a compromising position and blackmail him,3
12039019,but Eddie finds at the last moment that he cannot bear to have his girl involved in something that sordid,0
12039019,He breaks into Ruby's apartment and punches the would-be victim,3
12039019,but Ruby is caught and sentenced to a reformatory for two years,3
12039019,One of her fellow inmates turns out to be Gypsy Angecon,3
12039019,When Eddie learns from a released Gypsy that Ruby is pregnant with his child,3
12039019,he has to pretend to be there to see another inmate,3
12039019,Even though the authorities become suspicious,4
12039019,Eddie is determined to marry Ruby so his child will not be illegitimate,3
12039019,With the police closing in,4
12039019,he persuades a minister visiting his wayward daughter to marry them,3
12039019,Eddie is caught and sent to prison,3
12039019,he is welcomed by Ruby and their young son,3
12039019,Ruby announces that Al Simpson,3
12039019,who had wanted to marry her himself,3
12039019,has gotten Eddie a legitimate job,3
1662573,The film details the true story of the 1950 US soccer team which,3
1662573,beat England 1-0 in the city of Belo Horizonte,3
1662573,Brazil during the World Cup,3
1662573,The story is about the family traditions and passions that shaped the players who made up this team of underdogs,3
1662573,One group of teammates were from The Hill neighborhood of St,3
1662573,Another group came from the Corky Row district of Fall River,3
17006384,Wheeler & Woolsey get mixed up in a mythical kingdom's revolution after Woolsey wins the throne gambling,4
17006384,but Wheeler wants to be King to impress his girlfriend's Aunt,3
17006384,General Fields plots a coup while revolutionaries try to bump them off,3
19344803,Noah Nichols  and his ARC,3
19344803,retreat to Martha's Vineyard for Noah's intimate marriage to Wade Robinson,3
19344803,video chats from home to babysit their newly adopted Ethiopian child,3
