Wikipedia movie ID,Predicted Label
27079,"[0, 3, 4, 4, 3, 3, 3, 4, 0, 4, 0, 3, 3, 3, 3, 3, 3, 3, 0, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 0, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3]"
27097,"[4, 3, 4, 0, 3, 0, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
28269,"[4, 3, 4, 3, 3, 3, 3, 3, 3, 0, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 4, 4, 3, 0, 3, 0, 4, 1, 3, 3, 3, 3, 0, 3, 3, 4, 0, 4, 3, 3, 4, 3, 3, 3, 0, 3, 3, 3, 3, 3]"
28327,"[3, 3, 3, 3, 3, 3, 0, 0, 3, 3, 3, 3, 3, 3, 4, 3, 3, 4, 3, 3, 3, 3, 2, 3, 0, 3, 3, 3, 0, 3, 3, 3, 3, 3, 4, 3, 3, 0, 3, 3, 3, 4, 4, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 4, 3, 3]"
29785,"[3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 4, 3, 3, 3, 4, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 4, 4, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 4, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 0, 3, 3, 3, 3, 4, 3, 3]"
30006,"[3, 3, 3, 3, 1, 3, 4, 3, 3, 1, 3, 3, 0, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 4, 4, 4, 3, 3, 3, 4, 3, 3, 3, 3]"
30007,"[3, 1, 3, 3, 3, 3, 3, 4, 1, 3, 4, 4, 0, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 0, 1, 3, 3, 0, 3, 3, 4, 1, 3, 4, 4, 3, 3, 3, 4, 3, 3, 2, 3, 4, 3, 3, 3, 3, 3]"
30582,"[3, 3, 1, 3, 0, 3, 4, 3, 3, 3, 3, 3, 0, 2, 0, 3, 2, 3, 3, 3, 3, 3, 3, 4, 3, 3, 4, 4, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 4, 3, 4, 0, 3, 3, 3, 2, 3, 0]"
31079,"[1, 3, 3, 3, 3, 3, 3, 3, 4, 3, 4, 3, 3, 3, 4, 2, 3, 3, 3, 3, 0, 3, 4, 3, 3, 3, 4, 4, 3, 3, 3, 0, 3, 1, 2, 4, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 2, 3, 3, 2, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 2, 2, 3, 3, 2, 3, 3, 3, 2]"
32252,"[3, 0, 3, 0, 3, 3, 0, 3, 3, 0, 3, 3, 3, 3, 3, 0, 3, 4, 3, 4, 3, 3, 3, 0, 3, 3, 3, 3, 3, 4, 3, 4, 4, 1, 3, 0, 3, 3, 4, 3, 3, 3, 4, 4, 3, 0, 1, 3, 3, 3, 0, 0, 3, 3, 3]"
32260,"[3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 0, 3, 0, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 4, 3, 4, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 0, 3, 4, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 0, 4, 4]"
39311,"[3, 3, 3, 3, 3, 3, 4, 3, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 4, 4, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 0, 4, 3, 3, 4, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 0, 3, 3, 3]"
41528,"[4, 3, 0, 3, 0, 0, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 0, 0, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 0, 3, 0, 3, 0, 3, 3, 0, 3, 0, 3, 0, 0, 3, 3, 4, 4]"
42993,"[0, 4, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 4, 4, 3, 3, 3, 3, 4, 3, 1, 0, 0, 3, 3, 3, 3, 3, 3]"
43566,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 0, 3, 3, 3, 3, 4, 3, 3, 4, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 4, 3, 3, 3, 3, 4, 4, 0, 4, 3, 3, 3, 4, 4, 0]"
44122,"[3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 1, 3, 2, 3]"
44501,"[3, 3, 3, 3, 2, 3, 3, 3, 0, 4, 0, 3, 4, 0, 4, 3, 4, 3, 1, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 1, 3, 4, 3, 0, 4, 4, 0, 3, 3, 2, 0, 3, 3, 0, 1, 4, 3, 3, 3, 3]"
45772,"[3, 4, 3, 0, 3, 3, 3, 3, 3, 3, 1, 3, 1, 3, 4, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 1, 3, 3, 4, 0, 3, 3, 3, 3, 3, 3, 3, 2, 2]"
49800,"[4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 4, 3, 0, 0, 3, 3, 4, 4, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 4, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 4, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 0, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3]"
50486,"[3, 3, 3, 3, 3, 3, 2, 1, 3, 4, 3, 3, 3, 3, 3, 3, 4, 4, 3, 3, 2, 3, 3, 3, 2, 3, 0, 3, 3, 0, 3, 3, 3, 3, 3, 4, 4, 4, 3, 4, 0, 3, 3, 3, 3, 0, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 4]"
51888,"[4, 4, 4, 4, 3, 3, 3, 5, 3, 3, 3, 0, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 4, 4, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 0, 1, 3, 3, 3, 1, 3, 3, 3, 4, 3, 3, 4, 1, 4]"
52371,"[4, 1, 3, 4, 3, 0, 3, 3, 3, 0, 3, 0, 3, 3, 3, 3, 0, 3, 4, 1, 3, 3, 3, 3, 3, 3, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 4, 3, 3, 3, 0, 3, 3, 3, 3, 0, 4, 4, 4, 3, 4, 1, 3, 3, 3, 4, 3, 3, 0, 4, 3, 3, 3, 4, 1, 3, 1]"
52389,"[3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 4, 0, 4, 3, 4, 3, 3, 3, 4, 4, 4, 3, 4, 3, 3, 4, 4, 3, 3, 3, 3, 3, 4, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 4, 0, 3]"
52390,"[3, 3, 3, 3, 3, 3, 4, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 0, 3, 3, 3, 3, 3, 4, 3, 0, 3, 0, 3, 4, 3, 3, 3, 4, 3, 1, 3, 4, 0, 4, 3, 3, 0]"
53085,"[3, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 3, 3, 3, 3, 3, 0, 3, 3, 3, 1, 3, 3, 1, 3, 4, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 0, 3, 3, 3, 3, 3, 4]"
54030,"[3, 3, 3, 3, 4, 0, 3, 4, 3, 3, 4, 3, 3, 3, 1, 3, 3, 4, 3, 3, 4, 3, 3, 3, 3, 3, 4, 4, 4, 1, 0, 3, 1, 4, 4, 0, 0, 4, 4, 4, 3, 4, 3, 4, 3, 4, 3, 4, 0, 4, 3, 3, 3, 3]"
54173,"[3, 1, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 0, 0, 3, 3, 3, 4, 3, 3, 1, 4, 3, 3, 3, 3, 0, 3, 4, 4, 3, 3, 3, 3, 3, 3, 4, 3, 4, 3, 3, 3, 3, 3, 4, 3, 3, 3, 5, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 4, 3, 3, 4, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 0, 3]"
54175,"[3, 4, 4, 3, 3, 3, 3, 3, 1, 3, 3, 0, 3, 2, 3, 3, 3, 3, 3, 3, 4, 4, 3, 2, 3, 3, 3, 3, 4, 0, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 4, 3, 3, 4, 3, 3, 3, 3, 0, 0, 3, 3, 0, 3, 3, 0, 3, 3, 2]"
54540,"[3, 1, 0, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 0, 4, 3, 3, 3, 3, 3, 3, 3, 0, 0, 4, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3]"
55325,"[3, 4, 3, 3, 3, 4, 3, 1, 3, 3, 3, 0, 3, 4, 3, 3, 0, 3, 3, 4, 3, 4, 3, 3, 3, 3, 3, 4, 0, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 4, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 3, 3, 3, 3, 4, 0, 3, 3, 3, 0, 3, 3, 4]"
55601,"[3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 4, 4, 3, 4, 4, 4, 3, 3, 3, 3, 3, 3, 0, 3, 0]"
55720,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 0, 4, 1, 3, 0, 3, 3, 0, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 2, 3]"
61184,"[3, 3, 1, 3, 3, 1, 3, 0, 0, 3, 4, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 1, 3, 3, 3, 0, 3, 0, 3, 3, 3, 3, 0, 3, 3, 3, 3, 4, 4, 3, 0]"
62440,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3]"
62668,"[3, 3, 0, 3, 4, 3, 3, 4, 3, 0, 4, 0, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 0, 4, 3, 3, 3, 3, 3, 3, 3, 4, 4, 3, 0, 4, 3, 3, 3, 3, 4, 4, 4, 4, 3, 3, 3, 3, 0, 3, 3, 0, 0, 4, 3, 0, 3, 3, 0, 3, 3, 3, 3, 3, 3]"
65669,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 4]"
65834,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 0, 3, 3, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 0, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 4, 3, 3, 3, 3, 3, 3, 3, 0, 3, 4, 3, 4, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 4]"
67417,"[3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 0, 1, 3, 3, 3, 3, 3, 3, 3, 3, 2, 0, 3]"
67422,"[3, 3, 3, 3, 4, 3, 3, 3, 4, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 0, 4, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 4, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 4, 0, 4, 3, 4, 4, 3, 3, 3, 4, 4]"
67423,"[3, 3, 3, 4, 4, 3, 3, 3, 4, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 1, 3, 3, 4, 3, 4, 3, 3, 3, 3, 3, 4, 3, 3, 3, 4, 3, 4, 4, 3, 3, 0, 3, 3, 3, 1, 3, 3]"
67442,"[3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 3, 3, 3, 3, 4, 3, 3, 4, 0, 3, 3, 0, 3, 4, 3, 3, 3]"
68124,"[3, 3, 3, 0, 3, 3, 4, 3, 3, 3, 3, 4, 3, 4, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 4, 4, 5, 3, 3, 4, 3, 3, 3, 0, 0, 3, 4, 4, 3, 0, 0, 3, 3]"
68374,"[3, 3, 3, 0, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 0, 1, 3, 3, 3, 3, 4, 4, 4, 3, 3, 4, 3, 3, 4, 4, 3, 4, 4, 4, 3, 3, 4, 3, 3, 3, 4, 3, 3, 3, 3, 4]"
68485,"[4, 0, 3, 1, 3, 3, 3, 3, 3, 1, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 3, 3, 3, 4, 3, 4, 3, 3, 3, 3, 4, 4, 3, 5, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 4, 4, 3, 3, 4, 4, 3, 3, 4, 3, 3, 3, 3, 4, 4, 4, 3, 3, 4, 4, 3]"
72453,"[3, 0, 3, 3, 3, 3, 0, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 4, 4, 4, 4, 3, 3, 3, 4, 4, 4, 4, 3, 3, 3, 0, 3, 3, 3, 4, 3, 3, 4, 3, 4, 4, 3, 3, 4, 4, 3, 3, 3, 4, 3, 4, 3, 4, 4, 3, 4, 3, 1, 4, 4, 4, 0, 4, 0, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3]"
73170,"[3, 4, 3, 3, 3, 3, 3, 4, 3, 3, 3, 4, 4, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 4, 3, 3, 3, 4, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 1, 3, 3, 1, 3, 3, 1, 2, 3, 1]"
73441,"[4, 4, 3, 3, 4, 3, 3, 3, 4, 3, 3, 4, 3, 3, 3, 4, 3, 3, 3, 4, 4, 3, 3, 2, 3, 3, 4, 3, 3, 3, 3, 4, 4, 1, 4, 4, 4, 4, 4, 3, 3, 3, 3, 4, 3, 3, 3, 3, 4, 3, 4, 3, 3, 3, 3, 3, 3]"
73875,"[0, 3, 3, 3, 3, 3, 3, 1, 0, 0, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 0, 4, 0, 3, 3, 3, 3, 3, 0, 3, 3, 4]"
74830,"[3, 4, 4, 0, 0, 3, 4, 3, 4, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 4, 3, 0, 4, 3, 3, 4, 3, 3, 3, 3, 3, 4, 4, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 4, 3, 3, 3, 0, 4, 4, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3]"
75261,"[3, 1, 3, 3, 4, 3, 3, 3, 0, 3, 1, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 0, 3, 3, 3, 3, 0, 0, 3, 3, 3, 3, 3]"
76018,"[3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 4, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 4, 4, 3, 3, 4, 3, 3, 3, 3, 4, 3, 3, 3, 3, 4, 3, 1]"
76361,"[3, 3, 0, 4, 3, 3, 3, 4, 3, 3, 0, 3, 3, 3, 4, 4, 4, 3, 4, 4, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 0, 0, 3, 3, 4, 3, 3, 3, 0, 4, 4, 4, 3, 3, 3, 2, 0, 0, 3, 3, 3]"
76394,"[1, 3, 0, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 2, 3, 4, 3, 3, 3, 3, 3, 3, 4, 2, 2, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 1, 3, 3, 2, 4, 3, 3, 3, 3]"
77744,"[3, 3, 3, 4, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 0, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 0, 4, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 1, 3]"
81503,"[3, 3, 3, 4, 4, 3, 0, 3, 3, 3, 0, 0, 1, 1, 3, 3, 4, 3, 4, 4, 4, 3, 3, 3, 3, 3, 0, 3, 4, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 4, 3, 3, 3, 3, 3, 2, 3, 3, 1, 4, 4, 3, 3, 3, 3, 0]"
88075,"[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 1, 0, 0, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 4, 3, 3, 3]"
88609,"[3, 3, 3, 3, 3, 3, 3, 0, 3, 0, 3, 3, 4, 0, 0, 4, 3, 3, 3, 3, 3, 4, 4, 3, 3, 3, 3, 3, 3, 3, 0, 0, 3, 3, 3, 4, 4, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3]"
88678,"[4, 3, 3, 3, 3, 3, 4, 3, 4, 3, 3, 3, 4, 4, 3, 4, 3, 3, 0, 3, 0, 3, 3, 3, 1, 3, 3, 2, 3, 0, 0, 3, 3, 3, 3, 0, 3, 3, 3, 0, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 4, 3, 0, 3, 3, 3, 3]"
89793,"[4, 3, 1, 3, 4, 3, 3, 3, 3, 3, 0, 3, 3, 3, 2, 0, 4, 3, 3, 0, 0, 3, 2, 0, 3, 1, 4, 3, 4, 3, 1, 3, 0, 3, 3, 0, 3, 1, 3, 3, 4, 3, 3, 4, 3, 3, 3, 0, 3, 4, 0, 3, 0, 3]"
94028,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 1, 3, 3, 1, 3, 3, 3, 2, 3, 3, 4, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 0, 3, 3, 3, 3, 3, 0, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 0, 3]"
